"infile" "demog" "xtx.ep" "bf.ep" "rho.ep" "lfmm.ep" "Hcd.ep" "pcs.ep" "alpha" "Md.default.ep" "Hd.default.ep" "Kd.default.ep" "Nd.default.ep" "Md.mcd.ep" "Hd.mcd.ep" "Kd.mcd.ep" "Nd.mcd.ep" "Md.mcd.subset.ep" "Hd.mcd.subset.ep" "Kd.mcd.subset.ep" "Nd.mcd.subset.ep" "Md.mcd.subset.fp" "Neut.cov.vs.All" "Neut.cov.vs.MCD" "ProportionNeutralMCDRobust" "ProportionS0.005MCDRobust" "ProportionS0.01MCDRobust" "ProportionS0.1MCDRobust"
"data/KatieSims/1R_R30_1351142954_453_1_NumPops=30_NumInd=20Bayenv2LFMMpca.Cpval" "1R" 0.610526315789474 0.810526315789474 0.0315789473684211 0.757894736842105 0.463157894736842 0.810526315789474 0.75 0.673684210526316 0.684210526315789 0.336842105263158 0.336842105263158 0.810526315789474 0.810526315789474 0.347368421052632 0.421052631578947 0.810526315789474 0.810526315789474 0.810526315789474 0.810526315789474 0.160606060606061 1.51613430724184 0.641256123269324 0.999519865562358 0.000360100828231905 0.000120033609410635 0
"data/KatieSims/1R_R30_1351142954_453_1_NumPops=30_NumInd=60Bayenv2LFMMpca.Cpval" "1R" 0.752577319587629 0.762886597938144 0.0309278350515464 0.77319587628866 0.670103092783505 0.762886597938144 0.75 0.649484536082474 0.65979381443299 0.443298969072165 0.443298969072165 0.762886597938144 0.762886597938144 0.639175257731959 0.350515463917526 0.762886597938144 0.762886597938144 0.762886597938144 0.762886597938144 0.190505050505051 2.1693675480414 1.04883732717298 0.998764669549104 0.00111179740580605 0.000123533045089561 0
"data/KatieSims/1R_R30_1351142970_988_5_NumPops=30_NumInd=20Bayenv2LFMMpca.Cpval" "1R" 0.478723404255319 0.329787234042553 0.117021276595745 0.51063829787234 0.734042553191489 0.382978723404255 0.75 0.351063829787234 0.351063829787234 0.202127659574468 0.202127659574468 0.382978723404255 0.382978723404255 0.202127659574468 0.180851063829787 0.382978723404255 0.382978723404255 0.382978723404255 0.382978723404255 0.166666666666667 1.53899869088305 0.892554006238857 0.998673260161621 0.000723676275479436 0.00060306356289953 0
"data/KatieSims/1R_R30_1351142970_988_5_NumPops=30_NumInd=60Bayenv2LFMMpca.Cpval" "1R" 0.639175257731959 0.587628865979381 0.22680412371134 0.690721649484536 0.639175257731959 0.587628865979381 0.75 0.556701030927835 0.556701030927835 0.34020618556701 0.34020618556701 0.587628865979381 0.597938144329897 0.391752577319588 0.34020618556701 0.587628865979381 0.587628865979381 0.597938144329897 0.587628865979381 0.180909090909091 1.92921705086542 0.94440500182994 0.998410952206332 0.000977875565334311 0.000611172228333945 0
"data/KatieSims/1R_R30_1351142986_950_9_NumPops=30_NumInd=20Bayenv2LFMMpca.Cpval" "1R" 0.533333333333333 0.577777777777778 0.344444444444444 0.366666666666667 0.277777777777778 0.588888888888889 0.75 0.511111111111111 0.511111111111111 0.266666666666667 0.266666666666667 0.577777777777778 0.577777777777778 0.311111111111111 0.422222222222222 0.577777777777778 0.577777777777778 0.577777777777778 0.577777777777778 0.165252525252525 1.89340551332571 1.1383673632694 0.998917748917749 0.000360750360750361 0.000721500721500722 0
"data/KatieSims/1R_R30_1351142986_950_9_NumPops=30_NumInd=60Bayenv2LFMMpca.Cpval" "1R" 0.642105263157895 0.568421052631579 0.452631578947368 0.663157894736842 0.557894736842105 0.568421052631579 0.75 0.652631578947368 0.673684210526316 0.410526315789474 0.410526315789474 0.578947368421053 0.578947368421053 0.515789473684211 0.484210526315789 0.578947368421053 0.578947368421053 0.578947368421053 0.578947368421053 0.204444444444444 1.88556817732475 0.82433774156512 0.997993227141603 0.00112880973284836 0.000877963125548727 0
"data/KatieSims/1R_R60_1351142954_453_1_NumPops=60_NumInd=20Bayenv2LFMMpca.Cpval" "1R" 0.612903225806452 0.774193548387097 0.032258064516129 0.817204301075269 0.516129032258065 0.795698924731183 0.75 0.752688172043011 0.752688172043011 0.645161290322581 0.645161290322581 0.795698924731183 0.795698924731183 0.666666666666667 0.559139784946237 0.795698924731183 0.795698924731183 0.795698924731183 0.795698924731183 0.151111111111111 1.93380372955974 0.914795423507013 0.999168349768326 0.000831650231673993 0 0
"data/KatieSims/1R_R60_1351142954_453_1_NumPops=60_NumInd=30Bayenv2LFMMpca.Cpval" "1R" 0.709677419354839 0.849462365591398 0.043010752688172 0.78494623655914 0.387096774193548 0.849462365591398 0.75 0.720430107526882 0.720430107526882 0.623655913978495 0.612903225806452 0.849462365591398 0.849462365591398 0.752688172043011 0.602150537634409 0.849462365591398 0.849462365591398 0.849462365591398 0.849462365591398 0.157373737373737 2.04132202272868 0.883142976352887 0.999164179104478 0.000835820895522388 0 0
"data/KatieSims/1R_R60_1351142970_988_5_NumPops=60_NumInd=20Bayenv2LFMMpca.Cpval" "1R" 0.6 0.694736842105263 0.252631578947368 0.642105263157895 0.526315789473684 0.715789473684211 0.75 0.673684210526316 0.684210526315789 0.484210526315789 0.484210526315789 0.726315789473684 0.726315789473684 0.526315789473684 0.621052631578947 0.726315789473684 0.726315789473684 0.726315789473684 0.726315789473684 0.147777777777778 1.73312597367578 1.27308826839851 0.998698070777607 0.000710143212214463 0.000591786010178719 0
"data/KatieSims/1R_R60_1351142970_988_5_NumPops=60_NumInd=30Bayenv2LFMMpca.Cpval" "1R" 0.670103092783505 0.721649484536082 0.422680412371134 0.742268041237113 0.463917525773196 0.731958762886598 0.75 0.556701030927835 0.556701030927835 0.195876288659794 0.195876288659794 0.731958762886598 0.731958762886598 0.195876288659794 0.43298969072165 0.731958762886598 0.731958762886598 0.731958762886598 0.731958762886598 0.18020202020202 2.1770312815482 0.74040523544306 0.99889962098056 0.00073358601296002 0.00036679300648001 0
"data/KatieSims/1R_R60_1351142986_950_9_NumPops=60_NumInd=20Bayenv2LFMMpca.Cpval" "1R" 0.628865979381443 0.649484536082474 0.649484536082474 0.597938144329897 0.618556701030928 0.680412371134021 0.75 0.391752577319588 0.391752577319588 0.0927835051546392 0.0927835051546392 0.680412371134021 0.680412371134021 0.0927835051546392 0.247422680412371 0.680412371134021 0.680412371134021 0.680412371134021 0.680412371134021 0.183030303030303 3.15154998497329 1.3275999405599 0.99816558640088 0.000489176959765195 0.00134523663935429 0
"data/KatieSims/1R_R60_1351142986_950_9_NumPops=60_NumInd=30Bayenv2LFMMpca.Cpval" "1R" 0.680412371134021 0.608247422680412 0.680412371134021 0.721649484536082 0.649484536082474 0.618556701030928 0.75 0.54639175257732 0.577319587628866 0.216494845360825 0.206185567010309 0.628865979381443 0.628865979381443 0.22680412371134 0.134020618556701 0.628865979381443 0.628865979381443 0.628865979381443 0.628865979381443 0.18969696969697 2.42115715191495 0.99800048464219 0.99790382244143 0.000863131935881628 0.00123304562268804 0
"data/KatieSims/1R_R90_1351142954_453_1_NumPops=90_NumInd=20Bayenv2LFMMpca.Cpval" "1R" 0.75 0.770833333333333 0.395833333333333 0.802083333333333 0.75 0.802083333333333 0.75 0.677083333333333 0.697916666666667 0.395833333333333 0.395833333333333 0.802083333333333 0.802083333333333 0.53125 0.447916666666667 0.802083333333333 0.802083333333333 0.802083333333333 0.802083333333333 0.158989898989899 1.94240072377467 0.784688620060694 0.998802681992337 0.00119731800766284 0 0
"data/KatieSims/1R_R90_1351142954_453_1_NumPops=90_NumInd=6Bayenv2LFMMpca.Cpval" "1R" 0.634408602150538 0.806451612903226 0.032258064516129 0.67741935483871 0.462365591397849 0.817204301075269 0.75 0.688172043010753 0.698924731182796 0.0967741935483871 0.0860215053763441 0.817204301075269 0.817204301075269 0.10752688172043 0.0752688172043011 0.817204301075269 0.817204301075269 0.817204301075269 0.817204301075269 0.131414141414141 1.37433749218917 0.746578372919924 0.999418469411491 0.000581530588508956 0 0
"data/KatieSims/1R_R90_1351142970_988_5_NumPops=90_NumInd=20Bayenv2LFMMpca.Cpval" "1R" 0.666666666666667 0.666666666666667 0.302083333333333 0.75 0.666666666666667 0.708333333333333 0.75 0.645833333333333 0.666666666666667 0.458333333333333 0.458333333333333 0.729166666666667 0.729166666666667 0.458333333333333 0.25 0.729166666666667 0.729166666666667 0.729166666666667 0.729166666666667 0.173535353535354 2.21263283442902 0.868934618245928 0.998666505030913 0.000606134076857801 0.000727360892229361 0
"data/KatieSims/1R_R90_1351142970_988_5_NumPops=90_NumInd=6Bayenv2LFMMpca.Cpval" "1R" 0.553191489361702 0.574468085106383 0.0319148936170213 0.627659574468085 0.606382978723404 0.585106382978723 0.75 0.627659574468085 0.638297872340426 0.5 0.457446808510638 0.585106382978723 0.585106382978723 0.468085106382979 0.5 0.585106382978723 0.585106382978723 0.585106382978723 0.585106382978723 0.156868686868687 2.02384161770517 1.39920167054604 0.998808246931236 0.000715051841258491 0.000476701227505661 0
"data/KatieSims/1R_R90_1351142986_950_9_NumPops=90_NumInd=20Bayenv2LFMMpca.Cpval" "1R" 0.639175257731959 0.618556701030928 0.608247422680412 0.701030927835051 0.670103092783505 0.65979381443299 0.75 0.639175257731959 0.639175257731959 0.412371134020619 0.422680412371134 0.65979381443299 0.65979381443299 0.412371134020619 0.45360824742268 0.65979381443299 0.65979381443299 0.65979381443299 0.65979381443299 0.175757575757576 2.44278240241329 0.604625666555311 0.997936141799199 0.000849823965035814 0.00121403423576545 0
"data/KatieSims/1R_R90_1351142986_950_9_NumPops=90_NumInd=6Bayenv2LFMMpca.Cpval" "1R" 0.537634408602151 0.56989247311828 0.43010752688172 0.462365591397849 0.741935483870968 0.634408602150538 0.75 0.483870967741935 0.483870967741935 0.354838709677419 0.354838709677419 0.645161290322581 0.645161290322581 0.333333333333333 0.268817204301075 0.645161290322581 0.645161290322581 0.645161290322581 0.645161290322581 0.166767676767677 2.13783465986203 1.30344116717217 0.998316295850872 0.000481058328322309 0.00120264582080577 0
"data/KatieSims/2R_R30_1351142954_453_2_NumPops=30_NumInd=20Bayenv2LFMMpca.Cpval" "2R" 0.474226804123711 0.948453608247423 0.43298969072165 0.649484536082474 0.948453608247423 0.948453608247423 0.75 0.608247422680412 0.608247422680412 0.515463917525773 0.515463917525773 0.948453608247423 0.948453608247423 0.628865979381443 0.443298969072165 0.948453608247423 0.948453608247423 0.948453608247423 0.948453608247423 0.145353535353535 2.41703498310468 0.842799000230268 0.999645892351275 0.000236071765816808 0.000118035882908404 0
"data/KatieSims/2R_R30_1351142954_453_2_NumPops=30_NumInd=60Bayenv2LFMMpca.Cpval" "2R" 0.928571428571429 0.908163265306122 0.489795918367347 0.897959183673469 0.806122448979592 0.918367346938776 0.75 0.887755102040816 0.897959183673469 0.489795918367347 0.489795918367347 0.938775510204082 0.938775510204082 0.887755102040816 0.724489795918367 0.938775510204082 0.938775510204082 0.938775510204082 0.938775510204082 0.17050505050505 2.92891000686421 1.26318720141902 0.999516733115863 0.000483266884136765 0 0
"data/KatieSims/2R_R30_1351142970_988_6_NumPops=30_NumInd=20Bayenv2LFMMpca.Cpval" "2R" 0.424242424242424 0.535353535353535 0.464646464646465 0.151515151515152 0.606060606060606 0.585858585858586 0.75 0.414141414141414 0.414141414141414 0.0909090909090909 0.0909090909090909 0.616161616161616 0.626262626262626 0.0808080808080808 0.0606060606060606 0.616161616161616 0.616161616161616 0.626262626262626 0.616161616161616 0.174040404040404 1.59711698505157 0.966729768795717 0.999392982882117 0.000364210270729635 0.00024280684715309 0
"data/KatieSims/2R_R30_1351142970_988_6_NumPops=30_NumInd=60Bayenv2LFMMpca.Cpval" "2R" 0.87 0.48 0.62 0.74 0.85 0.68 0.75 0.78 0.79 0.7 0.71 0.69 0.7 0.8 0.81 0.69 0.69 0.69 0.69 0.171313131313131 2.30566910958453 0.768120946175856 0.999394526519738 0.000484378784209252 0.000121094696052313 0
"data/KatieSims/2R_R30_1351142986_950_10_NumPops=30_NumInd=20Bayenv2LFMMpca.Cpval" "2R" 0.275510204081633 0.846938775510204 0.683673469387755 0.642857142857143 0.5 0.846938775510204 0.75 0.479591836734694 0.510204081632653 0.26530612244898 0.26530612244898 0.846938775510204 0.857142857142857 0.26530612244898 0.285714285714286 0.846938775510204 0.846938775510204 0.846938775510204 0.857142857142857 0.172727272727273 2.06428474486715 1.08681939709466 0.999757605138771 0.000242394861228942 0 0
"data/KatieSims/2R_R30_1351142986_950_10_NumPops=30_NumInd=60Bayenv2LFMMpca.Cpval" "2R" 0.898989898989899 0.797979797979798 0.707070707070707 0.868686868686869 0.868686868686869 0.808080808080808 0.75 0.848484848484849 0.868686868686869 0.606060606060606 0.606060606060606 0.808080808080808 0.818181818181818 0.696969696969697 0.434343434343434 0.808080808080808 0.808080808080808 0.808080808080808 0.808080808080808 0.192323232323232 2.45949902196782 0.757652844424625 0.999256597695453 0.000495601536364763 0.000247800768182381 0
"data/KatieSims/2R_R60_1351142954_453_2_NumPops=60_NumInd=20Bayenv2LFMMpca.Cpval" "2R" 0.938144329896907 0.649484536082474 0 0.88659793814433 0.742268041237113 0.907216494845361 0.75 0.742268041237113 0.783505154639175 0.11340206185567 0.11340206185567 0.927835051546392 0.927835051546392 0.11340206185567 0.247422680412371 0.927835051546392 0.927835051546392 0.927835051546392 0.917525773195876 0.127171717171717 2.14188442153625 0.948153591533801 0.999534396461413 0.00034920265394017 0.000116400884646723 0
"data/KatieSims/2R_R60_1351142954_453_2_NumPops=60_NumInd=30Bayenv2LFMMpca.Cpval" "2R" 0.919191919191919 0.878787878787879 0 0.919191919191919 0.787878787878788 0.909090909090909 0.75 0.898989898989899 0.919191919191919 0.616161616161616 0.595959595959596 0.919191919191919 0.929292929292929 0.797979797979798 0.595959595959596 0.919191919191919 0.919191919191919 0.919191919191919 0.919191919191919 0.165959595959596 2.12208856441777 0.707010979132787 0.999398315282792 0.000481347773766546 0.000120336943441637 0
"data/KatieSims/2R_R60_1351142970_988_6_NumPops=60_NumInd=20Bayenv2LFMMpca.Cpval" "2R" 0.89 0.62 0.8 0.65 0.83 0.85 0.75 0.66 0.67 0.42 0.41 0.86 0.86 0.58 0.38 0.86 0.86 0.86 0.86 0.152626262626263 1.94351808170097 0.766989181047244 0.999644423373237 0.000355576626763067 0 0
"data/KatieSims/2R_R60_1351142970_988_6_NumPops=60_NumInd=30Bayenv2LFMMpca.Cpval" "2R" 0.89 0.67 0.64 0.89 0.84 0.79 0.75 0.85 0.87 0.53 0.54 0.8 0.82 0.65 0.45 0.8 0.8 0.82 0.8 0.156666666666667 2.09535438789549 0.885567672809899 0.999761762954139 0.000238237045860631 0 0
"data/KatieSims/2R_R60_1351142986_950_10_NumPops=60_NumInd=20Bayenv2LFMMpca.Cpval" "2R" 0.898989898989899 0.888888888888889 0.898989898989899 0.888888888888889 0.898989898989899 0.898989898989899 0.75 0.868686868686869 0.878787878787879 0.414141414141414 0.424242424242424 0.898989898989899 0.898989898989899 0.767676767676768 0.191919191919192 0.898989898989899 0.898989898989899 0.898989898989899 0.898989898989899 0.186060606060606 3.07033461079897 0.95658518057126 0.999508055589718 0.000245972205140819 0.000245972205140819 0
"data/KatieSims/2R_R60_1351142986_950_10_NumPops=60_NumInd=30Bayenv2LFMMpca.Cpval" "2R" 0.89 0.87 0.86 0.9 0.89 0.89 0.75 0.88 0.88 0.65 0.63 0.89 0.89 0.65 0.69 0.89 0.89 0.89 0.89 0.174444444444444 2.99968641831619 0.705557118650644 0.999392982882117 0.000364210270729635 0.00024280684715309 0
