"infile" "demog" "ProportionNeutralMCDRobust" "ProportionS0.005MCDRobust" "ProportionS0.01MCDRobust" "ProportionS0.1MCDRobust" "log.bf" "rho" "xtx" "TW.Zscore" "Md.default.raw" "Hd.default.raw" "Nd.default.raw" "Md.mcd75.raw" "Hd.mcd75.raw" "Nd.mcd75.raw" "Hclust.wardD2.default.raw" "Hclust.wardD2.mcd75.raw" "Hclust.Ave.default.raw" "Hclust.Ave.mcd75.raw" "DCMS.default" "DCMS.mcd75" "CSS" "Md.rankp.mcd75" "Md.mcd75.raw.relative"
"data/KatieSims/1R_R30_1351142954_453_1_NumPops=30_NumInd=20Bayenv2LFMMpca.Cpval" "1R" 0.999519980799232 0.000360014400576023 0.000120004800192008 0 0.810526315789474 0.0315789473684211 0.610526315789474 0.757894736842105 0.673684210526316 0.684210526315789 0.336842105263158 0.810526315789474 0.810526315789474 0.821052631578947 0.442105263157895 0.442105263157895 0 0 0.789473684210526 0.852631578947368 0.821052631578947 0.694736842105263 0.821052631578947
"data/KatieSims/1R_R30_1351142954_453_1_NumPops=30_NumInd=60Bayenv2LFMMpca.Cpval" "1R" 0.998764822134387 0.00111166007905138 0.000123517786561265 0 0.762886597938144 0.0309278350515464 0.752577319587629 0.77319587628866 0.649484536082474 0.65979381443299 0.443298969072165 0.762886597938144 0.762886597938144 0.783505154639175 0.670103092783505 0.824742268041237 0.762886597938144 0 0.742268041237113 0.783505154639175 0.783505154639175 0.731958762886598 0.762886597938144
"data/KatieSims/1R_R30_1351142970_988_5_NumPops=30_NumInd=20Bayenv2LFMMpca.Cpval" "1R" 0.998673260161621 0.000723676275479436 0.00060306356289953 0 0.329787234042553 0.117021276595745 0.478723404255319 0.51063829787234 0.351063829787234 0.351063829787234 0.202127659574468 0.382978723404255 0.414893617021277 0.574468085106383 0.446808510638298 0.446808510638298 0 0 0.521276595744681 0.659574468085106 0.659574468085106 0.542553191489362 0.425531914893617
"data/KatieSims/1R_R30_1351142970_988_5_NumPops=30_NumInd=60Bayenv2LFMMpca.Cpval" "1R" 0.998411340584138 0.000977636563607479 0.000611022852254674 0 0.587628865979381 0.22680412371134 0.639175257731959 0.690721649484536 0.556701030927835 0.556701030927835 0.34020618556701 0.587628865979381 0.618556701030928 0.711340206185567 0.639175257731959 0.649484536082474 0 0 0.721649484536082 0.721649484536082 0.721649484536082 0.711340206185567 0.618556701030928
"data/KatieSims/1R_R30_1351142986_950_9_NumPops=30_NumInd=20Bayenv2LFMMpca.Cpval" "1R" 0.998917618761275 0.000360793746241732 0.000721587492483464 0 0.577777777777778 0.344444444444444 0.533333333333333 0.366666666666667 0.511111111111111 0.511111111111111 0.266666666666667 0.577777777777778 0.577777777777778 0.577777777777778 0.8 0.577777777777778 0 0 0.633333333333333 0.677777777777778 0.633333333333333 0.644444444444444 0.588888888888889
"data/KatieSims/1R_R30_1351142986_950_9_NumPops=30_NumInd=60Bayenv2LFMMpca.Cpval" "1R" 0.997993730407523 0.00112852664576803 0.000877742946708464 0 0.568421052631579 0.452631578947368 0.642105263157895 0.663157894736842 0.652631578947368 0.673684210526316 0.410526315789474 0.578947368421053 0.578947368421053 0.642105263157895 0.557894736842105 0.673684210526316 0.705263157894737 0.726315789473684 0.652631578947368 0.652631578947368 0.652631578947368 0.652631578947368 0.6
"data/KatieSims/1R_R60_1351142954_453_1_NumPops=60_NumInd=20Bayenv2LFMMpca.Cpval" "1R" 0.999168547333413 0.000831452666587481 0 0 0.774193548387097 0.032258064516129 0.612903225806452 0.817204301075269 0.752688172043011 0.752688172043011 0.645161290322581 0.795698924731183 0.78494623655914 0.806451612903226 0.516129032258065 0.860215053763441 0 0 0.720430107526882 0.827956989247312 0.795698924731183 0.78494623655914 0.795698924731183
"data/KatieSims/1R_R60_1351142954_453_1_NumPops=60_NumInd=30Bayenv2LFMMpca.Cpval" "1R" 0.999164179104478 0.000835820895522388 0 0 0.849462365591398 0.043010752688172 0.709677419354839 0.78494623655914 0.720430107526882 0.720430107526882 0.612903225806452 0.849462365591398 0.849462365591398 0.849462365591398 0.881720430107527 0.537634408602151 0 0 0.731182795698925 0.838709677419355 0.849462365591398 0.795698924731183 0.849462365591398
"data/KatieSims/1R_R60_1351142970_988_5_NumPops=60_NumInd=20Bayenv2LFMMpca.Cpval" "1R" 0.998698224852071 0.000710059171597633 0.000591715976331361 0 0.694736842105263 0.252631578947368 0.6 0.642105263157895 0.673684210526316 0.684210526315789 0.484210526315789 0.726315789473684 0.705263157894737 0.705263157894737 0.526315789473684 0.526315789473684 0.136842105263158 0.315789473684211 0.768421052631579 0.8 0.768421052631579 0.757894736842105 0.726315789473684
"data/KatieSims/1R_R60_1351142970_988_5_NumPops=60_NumInd=30Bayenv2LFMMpca.Cpval" "1R" 0.99889962098056 0.00073358601296002 0.00036679300648001 0 0.721649484536082 0.422680412371134 0.670103092783505 0.742268041237113 0.556701030927835 0.556701030927835 0.195876288659794 0.731958762886598 0.721649484536082 0.752577319587629 0.731958762886598 0.463917525773196 0 0.463917525773196 0.783505154639175 0.804123711340206 0.804123711340206 0.762886597938144 0.731958762886598
